TENURE,AGE,GENDER,NATIONALITY,STATE,STATUS_BEFORE,STATUS_AFTER,OFFER_TAKER,OFFER_TAKE_UP_DT,DATA_PURC_BEFORE,DATA_PURC_AFTER,DATA_CHRG_BEFORE,DATA_CHRG_AFTER,DATA_USG_BEFORE,DATA_USG_AFTER,VOICE_USG_BEFORE,VOICE_USG_AFTER,RLD_IND_BEFORE,RLD_IND_AFTER,RLD_AMT_BEFORE,RLD_AMT_AFTER,CPA_RVN_BEFORE,CPA_RVN_AFTER,ARPU_BEFORE,ARPU_AFTER,ACTVIITY_DAYS_AFTER,ACTIVITY_STATUS_AFTER
92,35,Female,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,N,N,?,?,0.000000,0.000000,0.0000,0.0000,Y,N,5.00,?,?,?,?,?,5,DURING & AFTER CAMP
124,32,Male,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,Y,3.00,20.00,0.186414,2.950011,0.0000,0.2167,Y,N,30.00,?,?,?,3.000000,23.320000,0,BEFORE & AFTER CAMP
18,30,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000025,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP
114,71,Male,Malaysia,PENANG,Active,Active,N,?,N,N,?,?,0.000709,0.000535,6.1833,4.7167,Y,Y,10.00,10.00,?,?,10.000000,10.000000,0,BEFORE & AFTER CAMP
152,27,Female,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,4,DURING & AFTER CAMP
22,39,Male,Malaysia,PAHANG,Active,Active,Y,10/6/2022,Y,N,15.00,?,3.665026,5.571710,0.0000,0.0000,N,N,?,?,?,?,?,?,0,BEFORE & AFTER CAMP
38,32,Male,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000039,0.000088,0.0000,0.0000,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP
44,39,Female,Malaysia,SABAH,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,1.5833,N,Y,?,10.00,?,?,?,1.500000,0,BEFORE & AFTER CAMP
18,25,Male,Malaysia,PAHANG,Active,Active,Y,10/6/2022,Y,N,15.00,?,8.114024,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP
74,73,Male,Malaysia,KLANG VALLEY,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,2,DURING & AFTER CAMP
44,44,Male,Malaysia,PERAK,Active,Active,N,?,N,N,?,?,0.000003,0.000000,0.0000,0.0000,Y,N,5.00,?,?,?,?,?,36,NO ACTIVITY SINCE SEP
130,26,Male,Malaysia,MALACCA,Active,Active,Y,10/6/2022,Y,N,20.00,?,1.504245,1.807760,0.3500,0.0000,Y,N,15.00,?,?,?,20.360000,?,11,BEFORE & AFTER CAMP
27,27,Female,Malaysia,TERENGGANU,Active,Active,Y,10/5/2022,N,N,?,?,0.000000,0.000000,0.0000,0.0000,Y,N,5.00,?,?,?,?,?,11,BEFORE & AFTER CAMP
33,44,Male,Malaysia,PAHANG,Active,Active,Y,10/31/2022,N,Y,?,10.00,2.107929,45.400553,0.0000,0.0000,Y,N,20.00,?,?,?,?,19.000000,0,DURING & AFTER CAMP
27,25,Male,Malaysia,SABAH,Active,Active,N,?,N,Y,?,15.00,0.000000,33.734707,0.0000,0.9334,N,Y,?,70.00,?,?,?,66.710000,0,BEFORE & AFTER CAMP
48,28,Unspecified,Malaysia,SARAWAK,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,Y,N,5.00,?,?,?,?,?,39,NO ACTIVITY SINCE SEP
15,40,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,2.469216,10.966802,0.0000,0.0000,N,N,?,?,?,?,?,?,1,DURING & AFTER CAMP
89,27,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,2.000000,?,38,NO ACTIVITY SINCE SEP
122,51,Male,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,N,35.00,?,0.584084,1.647203,12.0833,5.1166,Y,N,10.00,?,?,?,38.450000,1.050000,4,BEFORE & AFTER CAMP
26,48,Female,Malaysia,PAHANG,Active,Active,Y,10/6/2022,Y,Y,15.00,15.00,0.000000,0.862565,0.0000,0.1667,Y,N,10.00,?,?,?,15.000000,15.200000,2,DURING & AFTER CAMP
48,36,Female,Malaysia,SABAH,Active,Active,Y,10/6/2022,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,12.000000,?,33,NO ACTIVITY SINCE SEP
67,25,Male,Malaysia,KLANG VALLEY,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,2,BEFORE & AFTER CAMP
67,51,Female,Malaysia,N SEMBILAN,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,Y,N,5.00,?,?,?,?,?,8,DURING & AFTER CAMP
27,24,Male,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,Y,15.00,4.00,0.377019,19.524593,4.6833,37.9000,Y,Y,20.00,40.00,?,?,4.600000,38.810000,0,DURING & AFTER CAMP
42,69,Male,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.184403,0.300643,0.0000,0.0000,N,N,?,?,2.00,2.00,2.000000,2.000000,0,BEFORE & AFTER CAMP
86,30,Male,Malaysia,N SEMBILAN,Active,Active,Y,10/5/2022,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,13,BEFORE & AFTER CAMP
34,22,Unspecified,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,Y,15.00,4.00,17.595722,4.302970,0.0000,0.0000,Y,Y,55.00,5.00,6.20,?,35.200000,10.000000,0,DURING & AFTER CAMP
47,23,Male,Malaysia,JOHORE,Active,Active,N,?,N,Y,?,15.00,0.000000,0.000000,0.0000,0.0000,Y,Y,10.00,5.00,?,?,?,15.000000,4,DURING & AFTER CAMP
51,26,Female,Malaysia,JOHORE,Active,Active,N,?,N,N,?,?,0.000061,0.000000,0.0000,0.0000,Y,N,5.00,?,?,?,?,?,37,NO ACTIVITY SINCE SEP
23,30,Male,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,19.873240,0.000000,0.0000,0.0000,N,N,?,?,?,?,0.810000,?,22,DURING CAMP THEN REMAIN
284,75,Male,Malaysia,KLANG VALLEY,Active,Active,N,?,N,Y,?,20.00,0.000000,0.290885,0.0000,0.0000,N,N,?,?,?,?,?,28.000000,0,BEFORE & AFTER CAMP
233,54,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP
208,69,Female,Malaysia,SABAH,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,Y,N,5.00,?,?,?,?,?,19,DURING CAMP THEN REMAIN
24,44,Male,Malaysia,JOHORE,Active,Close,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP
195,47,Female,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,Y,35.00,35.00,0.000000,0.000000,0.0000,0.0000,Y,N,165.00,?,?,?,35.000000,35.000000,1,BEFORE & AFTER CAMP
94,23,Female,Malaysia,SABAH,Active,Active,N,?,N,Y,?,14.99,0.000000,0.817203,0.0000,1.1500,N,N,?,?,?,?,?,15.590000,1,DURING & AFTER CAMP
64,52,Female,Malaysia,KELANTAN,Active,Active,Y,10/6/2022,Y,Y,35.00,34.99,0.078764,0.000000,0.0000,0.0000,Y,N,50.00,?,?,?,35.000000,34.990000,39,NO ACTIVITY SINCE SEP
28,53,Female,Malaysia,KLANG VALLEY,Active,Active,N,?,Y,Y,50.00,50.00,3.780716,7.834032,37.1166,53.1167,Y,Y,50.00,50.00,?,?,?,54.170000,0,DURING & AFTER CAMP
24,69,Female,Malaysia,KEDAH,Active,Active,N,?,Y,N,4.50,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP
159,32,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,8.000000,?,8,BEFORE & AFTER CAMP
20,29,Unspecified,Malaysia,KLANG VALLEY,Active,Active,N,?,Y,Y,5.00,4.00,0.408386,17.490873,0.0000,5.7666,Y,Y,10.00,20.00,?,?,?,20.500000,1,DURING & AFTER CAMP
71,26,Male,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,2.00,?,33.828273,0.134841,0.0500,0.0000,N,N,?,?,?,?,12.000000,?,2,DURING & AFTER CAMP
23,27,Female,Malaysia,MALACCA,Active,Active,Y,10/6/2022,N,N,?,?,0.000000,0.000000,0.0000,0.0000,Y,N,100.00,?,?,?,72.000000,78.000000,0,BEFORE & AFTER CAMP
74,24,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,36,NO ACTIVITY SINCE SEP
27,28,Male,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,Y,4.00,4.00,13.808632,11.073979,1.3500,1.3333,Y,Y,55.00,15.00,?,?,35.850000,19.800000,0,BEFORE & AFTER CAMP
33,30,Male,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,Y,15.00,5.00,0.000000,13.870609,0.0000,0.0000,N,Y,?,20.00,?,3.90,?,22.700000,0,BEFORE & AFTER CAMP
52,29,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,Y,15.00,3.00,2.758413,29.236691,0.0000,0.0000,N,Y,?,10.00,?,3.00,?,9.800000,0,BEFORE & AFTER CAMP
94,24,Female,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,Y,N,50.00,?,?,?,?,?,36,NO ACTIVITY SINCE SEP
24,30,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,Y,15.00,5.00,2.990396,5.865523,0.0000,101.0333,N,Y,?,10.00,?,?,?,10.000000,5,DURING & AFTER CAMP
23,26,Male,Malaysia,KEDAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000045,0.000001,0.0000,0.0000,N,N,?,?,?,?,?,?,5,BEFORE & AFTER CAMP
121,72,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,N,N,?,?,0.000000,0.000000,0.2000,0.0000,N,N,?,?,?,?,0.160000,?,17,BEFORE & AFTER CAMP
51,32,Male,Malaysia,SABAH,Active,Active,N,?,N,N,?,?,0.005948,0.000000,0.0000,0.0000,Y,N,10.00,?,?,?,0.800000,?,34,NO ACTIVITY SINCE SEP
100,45,Female,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,Y,15.00,4.00,0.187185,0.166594,3.6000,3.2500,Y,Y,10.00,5.00,?,?,8.320000,10.000000,2,BEFORE & AFTER CAMP
23,47,Female,Malaysia,MALACCA,Active,Active,N,?,N,N,?,?,0.000000,0.031201,0.0000,0.0000,N,Y,?,5.00,?,?,?,?,1,BEFORE & AFTER CAMP
17,31,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,27.98,?,5.125118,0.000000,0.0000,0.0000,Y,N,20.00,?,?,?,27.980000,?,35,NO ACTIVITY SINCE SEP
19,33,Male,Malaysia,N SEMBILAN,Active,Active,Y,10/6/2022,Y,Y,15.00,5.00,5.261327,24.401044,2.1667,1.9667,Y,Y,45.00,20.00,20.60,2.00,15.200000,20.000000,0,BEFORE & AFTER CAMP
22,65,Female,Malaysia,KLANG VALLEY,Active,Active,N,?,N,N,?,?,0.000000,0.000065,0.0000,0.0000,N,N,?,?,?,?,?,1.000000,2,BEFORE & AFTER CAMP
29,25,Unspecified,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,2.239471,0.530086,0.0000,0.0000,N,N,?,?,?,?,?,?,14,DURING & AFTER CAMP
139,60,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,N,N,?,?,0.000000,0.000000,0.0000,0.0000,Y,N,30.00,?,?,?,?,38.000000,17,BEFORE & AFTER CAMP
21,23,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,Y,?,5.00,?,?,?,?,14,DURING & AFTER CAMP
30,25,Male,Malaysia,KLANG VALLEY,Active,Close,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,19,DURING CAMP THEN REMAIN
21,54,Male,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,Y,15.00,10.00,3.422595,8.129968,0.0000,0.0000,Y,Y,40.00,10.00,?,?,30.000000,10.000000,2,DURING & AFTER CAMP
43,22,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,20.00,?,6.436640,0.000000,0.0000,0.0000,Y,N,50.00,?,?,?,18.000000,?,24,BEFORE CAMP THEN REMAIN
22,26,Female,Malaysia,KELANTAN,Active,Active,Y,10/5/2022,N,N,?,?,0.000000,0.000000,18.8667,66.6833,Y,Y,20.00,10.00,?,?,4.700000,15.600000,0,DURING & AFTER CAMP
33,62,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,8.400000,?,37,NO ACTIVITY SINCE SEP
18,83,Male,Malaysia,KLANG VALLEY,Active,Active,N,?,N,N,?,?,0.000000,0.009110,0.0000,0.0000,N,Y,?,10.00,?,?,?,?,12,BEFORE & AFTER CAMP
37,31,Female,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.047154,0.013163,0.0000,0.0000,N,N,?,?,?,?,3.000000,?,6,BEFORE & AFTER CAMP
18,22,Female,Malaysia,KELANTAN,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.001525,2.411259,0.0000,0.0000,Y,Y,5.00,5.00,?,?,?,?,0,BEFORE & AFTER CAMP
122,39,Male,Malaysia,JOHORE,Active,Active,N,?,N,N,?,?,0.027911,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,2,BEFORE & AFTER CAMP
15,48,Female,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,3.686071,0.000000,7.6667,0.0000,Y,N,10.00,?,?,?,6.060000,?,37,NO ACTIVITY SINCE SEP
146,27,Male,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,Y,34.98,8.00,12.630278,0.877564,23.3000,0.0000,N,N,?,?,?,?,8.580000,8.000000,17,DURING & AFTER CAMP
44,35,Male,Malaysia,KLANG VALLEY,Active,Active,N,?,Y,N,3.00,?,0.137409,0.000000,0.0000,0.0000,Y,N,5.00,?,?,?,5.800000,?,33,NO ACTIVITY SINCE SEP
204,48,Male,Malaysia,KLANG VALLEY,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,2,BEFORE & AFTER CAMP
21,43,Male,Malaysia,PAHANG,Active,Active,N,?,N,N,?,?,0.012286,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,34,NO ACTIVITY SINCE SEP
61,59,Female,Malaysia,KELANTAN,Active,Active,Y,10/5/2022,Y,N,15.00,?,1.998951,0.000000,23.5333,0.0000,Y,N,45.00,?,?,?,27.290000,?,38,NO ACTIVITY SINCE SEP
34,33,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,N,Y,?,35.00,0.000000,56.036071,0.0000,12.5500,N,Y,?,50.00,?,?,?,54.480000,0,DURING & AFTER CAMP
28,33,Male,Malaysia,KLANG VALLEY,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,4,BEFORE & AFTER CAMP
32,23,Female,Malaysia,PERAK,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,1,DURING & AFTER CAMP
106,26,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP
52,23,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000236,0.000201,0.0000,0.0000,N,N,?,?,?,?,?,?,9,BEFORE & AFTER CAMP
160,55,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,34.99,?,2.822465,0.000000,0.4167,0.0000,N,N,?,?,?,?,?,?,39,NO ACTIVITY SINCE SEP
35,24,Female,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,Y,Y,1.00,1.00,?,?,30.000000,30.000000,5,BEFORE & AFTER CAMP
38,60,Male,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,2.856271,6.501717,0.0000,0.0000,N,N,?,?,?,?,?,?,1,DURING & AFTER CAMP
20,42,Male,Malaysia,SARAWAK,Active,Active,N,?,Y,Y,7.00,4.00,0.008138,7.521987,0.0000,0.0000,Y,Y,10.00,10.00,?,?,?,11.500000,0,DURING & AFTER CAMP
21,54,Male,Malaysia,SARAWAK,Active,Active,N,?,N,N,?,?,0.014521,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,34,NO ACTIVITY SINCE SEP
22,65,Male,Malaysia,SABAH,Active,Active,N,?,N,N,?,?,0.000003,0.000000,0.0000,0.0000,Y,N,5.00,?,?,?,?,?,34,NO ACTIVITY SINCE SEP
19,32,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,33.449319,0.000000,35.9166,0.0000,Y,N,5.00,?,?,?,3.100000,?,37,NO ACTIVITY SINCE SEP
19,41,Female,Malaysia,SABAH,Active,Active,N,?,N,N,?,?,0.000000,0.005432,0.0000,0.0000,N,N,?,?,?,?,?,?,5,DURING & AFTER CAMP
35,64,Male,Malaysia,KLANG VALLEY,Active,Active,N,?,N,N,?,?,0.000000,0.000000,2.7000,9.6667,Y,Y,10.00,5.00,?,?,1.200000,6.600000,6,DURING & AFTER CAMP
21,31,Male,Malaysia,MALACCA,Active,Active,Y,10/6/2022,Y,Y,15.00,15.00,9.608477,17.810650,1.5500,2.0333,N,Y,?,50.00,?,16.47,0.800000,47.870000,0,DURING & AFTER CAMP
27,37,Male,Malaysia,TERENGGANU,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP
13,37,Male,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,N,15.00,?,6.848173,0.000000,3.5167,0.0000,Y,N,25.00,?,?,?,24.200000,?,39,NO ACTIVITY SINCE SEP
62,50,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.054563,0.040608,0.0000,0.0000,N,N,?,?,?,?,?,?,10,BEFORE & AFTER CAMP
26,39,Male,Malaysia,PERAK,Active,Active,N,?,N,N,?,?,0.276718,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,0,BEFORE & AFTER CAMP
15,23,Male,Malaysia,SARAWAK,Active,Active,N,?,N,Y,?,4.00,0.154579,5.316607,0.0000,0.6333,N,Y,?,20.00,?,?,?,19.800000,0,DURING & AFTER CAMP
29,28,Female,Malaysia,KELANTAN,Active,Active,Y,10/6/2022,Y,Y,15.00,1.00,3.969368,0.892507,0.0000,0.0000,Y,N,5.00,?,?,?,4.000000,1.000000,2,DURING & AFTER CAMP
275,62,Female,Malaysia,PENANG,Active,Active,Y,10/5/2022,N,N,?,?,0.001074,0.000000,0.0000,0.0000,Y,N,30.00,?,?,?,23.000000,?,35,NO ACTIVITY SINCE SEP
158,37,Male,Malaysia,PENANG,Active,Active,Y,10/6/2022,Y,N,20.00,?,8.303403,0.000000,1.3834,0.0000,Y,N,50.00,?,0.30,?,0.750000,?,2,BEFORE & AFTER CAMP
195,70,Female,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,N,N,?,?,0.000000,0.000000,3.3167,0.0000,N,N,?,?,?,?,0.640000,?,18,DURING CAMP THEN REMAIN
183,45,Male,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,N,27.98,?,0.405409,0.000000,0.0000,0.0000,Y,N,30.00,?,?,?,27.980000,5.000000,1,BEFORE & AFTER CAMP
80,43,Female,Malaysia,SABAH,Active,Active,N,?,N,Y,?,1.00,0.000000,1.483497,0.0000,0.0000,N,Y,?,5.00,?,?,?,3.800000,0,BEFORE & AFTER CAMP
25,22,Female,Malaysia,SARAWAK,Active,Active,N,?,N,Y,?,4.00,0.947685,7.300995,0.0000,0.0000,Y,Y,5.00,5.00,?,?,?,10.000000,1,BEFORE & AFTER CAMP
79,42,Male,Malaysia,JOHORE,Active,Active,N,?,N,N,?,?,0.063258,0.006239,0.0000,0.0000,Y,Y,10.00,5.00,?,?,?,?,0,BEFORE & AFTER CAMP
55,27,Female,Malaysia,N SEMBILAN,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,Y,N,10.00,?,?,?,6.000000,?,33,NO ACTIVITY SINCE SEP
16,54,Male,Malaysia,MALACCA,Active,Active,N,?,Y,N,1.00,?,0.100243,0.000000,44.9167,0.0000,Y,N,30.00,?,?,?,23.400000,?,39,NO ACTIVITY SINCE SEP
15,72,Male,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,11,DURING & AFTER CAMP
29,72,Male,Malaysia,KELANTAN,Active,Active,Y,10/5/2022,Y,N,15.00,?,21.705425,0.000000,0.0667,0.0000,Y,N,40.00,?,?,?,32.020000,?,33,NO ACTIVITY SINCE SEP
44,25,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,21.696223,0.000000,0.0833,0.0000,Y,N,20.00,?,?,?,20.040000,?,38,NO ACTIVITY SINCE SEP
80,52,Female,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.004971,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,39,NO ACTIVITY SINCE SEP
79,27,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.037725,0.023092,0.0000,0.0000,N,N,?,?,2.00,?,?,?,0,DURING & AFTER CAMP
34,24,Male,Malaysia,KLANG VALLEY,Active,Active,N,?,N,N,?,?,0.000087,0.000000,0.0000,0.0000,N,N,?,?,0.90,?,?,?,34,NO ACTIVITY SINCE SEP
217,64,Male,Malaysia,KLANG VALLEY,Active,Active,N,?,N,N,?,?,0.000000,0.029178,0.0000,0.0000,Y,Y,10.00,10.00,?,?,?,?,4,DURING & AFTER CAMP
22,40,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.123525,0.0000,0.0000,N,N,?,?,?,?,?,?,2,BEFORE & AFTER CAMP
59,52,Female,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.225572,0.000000,10.1667,0.0000,N,Y,?,5.00,?,?,7.900000,?,1,DURING & AFTER CAMP
226,76,Male,Malaysia,SARAWAK,Active,Active,N,?,N,N,?,?,0.000000,0.000000,1.6667,0.0000,Y,N,10.00,?,?,?,1.170000,?,2,DURING & AFTER CAMP
28,64,Female,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,10,DURING & AFTER CAMP
22,42,Male,Malaysia,SARAWAK,Active,Active,N,?,N,N,?,?,0.535400,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,34,NO ACTIVITY SINCE SEP
120,70,Male,Malaysia,PERLIS,Active,Active,Y,10/6/2022,N,N,?,?,0.000000,0.000000,49.2500,2.7167,N,Y,?,10.00,?,?,14.840000,0.720000,1,DURING & AFTER CAMP
17,68,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.113530,0.000145,0.0000,0.0000,N,N,?,?,?,?,?,?,0,BEFORE & AFTER CAMP
230,87,Male,Malaysia,PENANG,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP
67,26,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,Y,34.98,3.00,29.459808,14.380081,0.4500,0.0000,Y,Y,55.00,5.00,?,0.30,15.930000,8.100000,0,BEFORE & AFTER CAMP
24,30,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,27.99,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,3,DURING & AFTER CAMP
96,37,Male,Malaysia,N SEMBILAN,Active,Active,Y,10/6/2022,N,N,?,?,0.000000,0.000000,0.1000,0.4166,Y,N,5.00,?,?,?,0.080000,0.400000,2,DURING & AFTER CAMP
27,45,Male,Malaysia,SABAH,Active,Active,N,?,Y,N,1.00,?,0.202476,0.000000,0.8667,0.0000,Y,N,5.00,?,?,?,1.400000,?,39,NO ACTIVITY SINCE SEP
18,39,Female,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.053922,0.495045,12.3333,11.3667,Y,N,10.00,?,?,?,3.000000,2.600000,3,DURING & AFTER CAMP
127,68,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,1.3167,3.6667,Y,N,5.00,?,?,?,0.720000,1.200000,7,BEFORE & AFTER CAMP
16,39,Male,Malaysia,KEDAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000207,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP
195,80,Male,Malaysia,KLANG VALLEY,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,0,BEFORE & AFTER CAMP
34,33,Male,Malaysia,TERENGGANU,Active,Active,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,34,NO ACTIVITY SINCE SEP
137,64,Female,Malaysia,PERAK,Active,Close,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP
119,68,Female,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000000,0.000000,0.0000,1.4667,N,N,?,?,?,?,?,0.450000,1,DURING & AFTER CAMP
115,25,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000000,0.000000,0.1667,0.5333,N,Y,?,5.00,0.20,1.00,0.050000,1.450000,1,DURING & AFTER CAMP
35,23,Female,Malaysia,KLANG VALLEY,Active,Close,N,?,N,N,?,?,0.000000,0.000000,0.0000,0.0000,Y,N,5.00,?,?,?,?,?,35,NO ACTIVITY SINCE SEP
56,33,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000044,0.000000,0.0000,0.0000,N,Y,?,5.00,0.15,?,?,?,5,DURING & AFTER CAMP
