TENURE,AGE,GENDER,NATIONALITY,STATE,STATUS_BEFORE,STATUS_AFTER,OFFER_TAKER,DATE_ID,DATA_PURC_BEFORE,DATA_PURC_AFTER,DATA_CHRG_BEFORE,DATA_CHRG_AFTER,DATA_USG_BEFORE,DATA_USG_AFTER,VOICE_USG_BEFORE,VOICE_USG_AFTER,RLD_IND_BEFORE,RLD_IND_AFTER,RLD_AMT_BEFORE,RLD_AMT_AFTER,CPA_RVN_BEFORE,CPA_RVN_AFTER,ARPU_BEFORE,ARPU_AFTER,ACTVIITY_DAYS_AFTER,ACTIVITY_STATUS_AFTER,ID,PLAN_ID,PLAN_TYPE,VAS_ID,VAS_TYPE,YEAR,MONTH,DAY,QUARTER
30,48,Male,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000689,0.000132,0.0,0.0,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP,494,2,Premium,1,Caller_tune,2022,10,6,4
21,73,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.117688,0.0,0.0667,0.0,N,N,?,?,?,?,0.600000,?,39,NO ACTIVITY SINCE SEP,497,1,Saver,2,Roaming,2022,10,6,4
18,26,Female,Malaysia,KEDAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.264999,0.080407,0.0,0.0,N,Y,?,5.00,?,?,?,?,0,DURING & AFTER CAMP,498,1,Saver,1,Caller_tune,2022,10,6,4
55,22,Unspecified,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.079898,0.0,0.0,0.0,N,N,?,?,0.15,?,?,?,37,NO ACTIVITY SINCE SEP,500,1,Saver,2,Roaming,2022,10,5,4
82,53,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,11.687904,0.0,4.95,0.0,Y,N,10.00,?,?,?,3.720000,?,38,NO ACTIVITY SINCE SEP,502,1,Saver,1,Caller_tune,2022,10,5,4
120,60,Female,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,N,N,?,?,0.0,0.0,0.0,0.6333,Y,N,50.00,?,?,?,38.000000,0.640000,4,BEFORE & AFTER CAMP,504,1,Saver,2,Roaming,2022,10,6,4
22,45,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,1.5e-05,0.117599,0.0,0.0,N,Y,?,5.00,?,?,?,?,2,BEFORE & AFTER CAMP,505,1,Saver,2,Roaming,2022,10,6,4
35,25,Male,Malaysia,MALACCA,Active,Active,Y,10/6/2022,Y,N,15.00,?,14.266109,0.0,0.2334,0.0,Y,N,10.00,?,?,?,9.820000,?,39,NO ACTIVITY SINCE SEP,506,1,Saver,2,Roaming,2022,10,6,4
27,33,Male,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,N,20.00,?,3.847289,0.0,5.5,0.0,Y,N,30.00,?,?,?,22.900000,?,36,NO ACTIVITY SINCE SEP,509,1,Saver,1,Caller_tune,2022,10,5,4
84,73,Male,Malaysia,JOHORE,Active,Active,Y,10/6/2022,N,N,?,?,0.0,0.0,0.0,9.6834,Y,Y,40.00,25.00,?,?,6.000000,35.880000,0,DURING & AFTER CAMP,510,1,Saver,2,Roaming,2022,10,6,4
94,30,Male,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,Y,3.00,3.00,0.171286,1.943309,0.0,1.3333,N,N,?,?,?,?,11.000000,13.640000,1,DURING & AFTER CAMP,512,1,Saver,1,Caller_tune,2022,10,5,4
19,60,Unspecified,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,Y,15.00,15.00,5.175035,2.937586,0.0,0.0,N,Y,?,10.00,?,?,?,15.000000,3,BEFORE & AFTER CAMP,513,2,Premium,2,Roaming,2022,10,5,4
102,28,Male,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,1.2e-05,0.0,0.0,0.0,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP,515,2,Premium,2,Roaming,2022,10,6,4
30,23,Male,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,15.00,?,9.040138,0.0,0.0,0.0,Y,N,5.00,?,?,?,4.800000,?,4,BEFORE & AFTER CAMP,516,1,Saver,2,Roaming,2022,10,6,4
49,28,Male,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,Y,15.00,1.50,8.122925,35.383996,0.0,1.75,Y,Y,5.00,18.00,?,?,9.000000,15.980000,0,DURING & AFTER CAMP,517,2,Premium,1,Caller_tune,2022,10,5,4
53,39,Male,Malaysia,MALACCA,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,4.000000,?,38,NO ACTIVITY SINCE SEP,518,1,Saver,1,Caller_tune,2022,10,6,4
199,50,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,1.437354,1.2e-05,0.0,0.5167,N,N,?,?,?,?,?,0.480000,0,BEFORE & AFTER CAMP,520,2,Premium,1,Caller_tune,2022,10,6,4
20,41,Male,Malaysia,PAHANG,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.249865,3.746293,0.0,13.3333,N,Y,?,15.00,?,?,?,4.600000,0,BEFORE & AFTER CAMP,521,2,Premium,2,Roaming,2022,10,6,4
89,29,Female,Malaysia,JOHORE,Active,Active,Y,10/6/2022,N,N,?,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,8,DURING & AFTER CAMP,522,1,Saver,1,Caller_tune,2022,10,6,4
196,71,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,23,BEFORE CAMP THEN REMAIN,523,1,Saver,2,Roaming,2022,10,5,4
133,71,Female,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,1,DURING & AFTER CAMP,528,1,Saver,1,Caller_tune,2022,10,5,4
72,50,Female,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,Y,N,10.00,?,?,?,?,?,18,DURING CAMP THEN REMAIN,529,2,Premium,2,Roaming,2022,10,5,4
21,30,Female,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,Y,15.00,8.00,3.496632,15.304061,0.0,0.0,Y,Y,10.00,20.00,?,?,12.000000,15.000000,3,BEFORE & AFTER CAMP,530,2,Premium,2,Roaming,2022,10,5,4
155,64,Female,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,27.98,?,0.498714,0.405105,0.3833,0.0,Y,N,30.00,?,?,?,?,?,0,DURING & AFTER CAMP,531,2,Premium,1,Caller_tune,2022,10,6,4
210,34,Male,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,2.000000,15,BEFORE & AFTER CAMP,532,2,Premium,1,Caller_tune,2022,10,6,4
18,26,Male,Malaysia,MALACCA,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,2.00,2.00,2.000000,2.000000,4,BEFORE & AFTER CAMP,536,2,Premium,2,Roaming,2022,10,5,4
24,41,Male,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,N,5.00,?,8.12499,0.0,0.0,0.0,Y,N,85.00,?,64.40,?,32.810000,?,34,NO ACTIVITY SINCE SEP,537,2,Premium,2,Roaming,2022,10,5,4
52,31,Male,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,6,DURING & AFTER CAMP,541,2,Premium,2,Roaming,2022,10,5,4
18,51,Unspecified,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.555696,0.0,1.8,0.0,N,N,?,?,0.15,?,1.200000,?,7,DURING & AFTER CAMP,542,1,Saver,2,Roaming,2022,10,5,4
125,40,Female,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.524797,0.0,32.9167,0.0,Y,N,40.00,?,?,?,25.100000,?,37,NO ACTIVITY SINCE SEP,544,2,Premium,1,Caller_tune,2022,10,5,4
61,24,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,10.914535,0.01361,4.05,0.0,Y,N,5.00,?,?,?,1.700000,?,0,DURING & AFTER CAMP,545,1,Saver,1,Caller_tune,2022,10,6,4
50,67,Female,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.18175,0.198562,0.0,0.0,N,N,?,?,?,?,?,?,4,BEFORE & AFTER CAMP,546,1,Saver,1,Caller_tune,2022,10,6,4
46,29,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,Y,15.00,1.50,10.131781,0.534276,9.75,0.0,Y,N,15.00,?,?,?,5.100000,3.000000,13,BEFORE & AFTER CAMP,548,2,Premium,2,Roaming,2022,10,6,4
65,23,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.483631,8.3e-05,0.0,0.0,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP,551,2,Premium,1,Caller_tune,2022,10,6,4
12,85,Male,Malaysia,MELAKA,Active,Active,Y,10/6/2022,N,N,?,?,0.001009,0.057795,6.5667,0.0,N,N,?,?,?,?,1.400000,?,11,BEFORE & AFTER CAMP,552,1,Saver,1,Caller_tune,2022,10,6,4
22,27,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,9.7e-05,0.000129,0.8333,0.2167,N,N,?,?,?,?,1.200000,0.200000,0,DURING & AFTER CAMP,553,2,Premium,1,Caller_tune,2022,10,5,4
49,31,Male,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,30.710802,0.0,0.6167,0.0,Y,N,15.00,?,?,?,29.300000,?,37,NO ACTIVITY SINCE SEP,554,1,Saver,2,Roaming,2022,10,6,4
16,59,Female,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,N,15.00,?,3.893433,0.0,0.0,0.0,N,N,?,?,?,?,?,?,34,NO ACTIVITY SINCE SEP,557,2,Premium,1,Caller_tune,2022,10,5,4
237,0,Male,Malaysia,PENANG,Active,Close,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,Y,N,5.00,?,?,?,?,?,16,DURING & AFTER CAMP,558,2,Premium,1,Caller_tune,2022,10,6,4
43,65,Male,Malaysia,KEDAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,1e-06,0.0,0.0,0.0,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,561,1,Saver,1,Caller_tune,2022,10,5,4
21,22,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.022842,0.0,0.0,0.0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,562,2,Premium,2,Roaming,2022,10,5,4
54,23,Female,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000372,0.0,0.0,0.0,Y,N,15.00,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,564,2,Premium,1,Caller_tune,2022,10,6,4
22,28,Female,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,Y,35.00,30.00,3.886271,12.986293,255.35,80.1833,Y,N,30.00,?,?,?,35.000000,30.000000,1,DURING & AFTER CAMP,565,1,Saver,2,Roaming,2022,10,6,4
78,74,Male,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,14,BEFORE & AFTER CAMP,567,1,Saver,1,Caller_tune,2022,10,5,4
121,67,Male,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,568,1,Saver,2,Roaming,2022,10,5,4
19,26,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,8.00,?,16.397167,0.018296,0.0,0.0,Y,N,25.00,?,8.10,?,12.600000,?,0,DURING & AFTER CAMP,569,1,Saver,1,Caller_tune,2022,10,6,4
179,67,Female,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,21,DURING CAMP THEN REMAIN,571,1,Saver,2,Roaming,2022,10,6,4
104,27,Male,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,Y,15.00,35.00,0.0,21.354527,0.0,0.8833,N,Y,?,10.00,?,?,?,35.000000,1,DURING & AFTER CAMP,573,1,Saver,1,Caller_tune,2022,10,5,4
37,26,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,12.933112,9.684161,0.0,0.0,N,N,?,?,?,?,?,?,1,DURING & AFTER CAMP,574,2,Premium,1,Caller_tune,2022,10,6,4
30,41,Female,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,N,29.99,?,0.0,0.011605,0.0,0.0,Y,N,30.00,?,?,?,?,?,0,DURING & AFTER CAMP,578,1,Saver,1,Caller_tune,2022,10,6,4
15,40,Male,Malaysia,PENANG,Active,Active,Y,10/5/2022,Y,N,35.00,?,2.385965,0.0,14.5833,0.0,Y,N,55.00,?,?,?,40.210000,?,37,NO ACTIVITY SINCE SEP,579,2,Premium,1,Caller_tune,2022,10,5,4
202,64,Female,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.370765,0.022284,1.65,0.95,N,N,?,?,?,?,0.520000,0.390000,13,BEFORE & AFTER CAMP,580,2,Premium,1,Caller_tune,2022,10,6,4
149,67,Male,Malaysia,PERAK,Active,Active,Y,10/5/2022,N,N,?,?,0.0,0.0,8.8333,17.3667,N,N,?,?,?,?,2.760000,6.400000,0,DURING & AFTER CAMP,581,2,Premium,1,Caller_tune,2022,10,5,4
31,46,Male,Malaysia,N SEMBILAN,Active,Active,Y,10/5/2022,Y,N,15.00,?,2.31485,2.787296,0.0,0.0,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP,583,2,Premium,2,Roaming,2022,10,5,4
111,28,Male,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,N,4.00,?,1.471025,0.0,3.3833,0.0,N,N,?,?,?,?,18.280000,2.000000,7,BEFORE & AFTER CAMP,585,1,Saver,1,Caller_tune,2022,10,6,4
77,55,Female,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,587,1,Saver,1,Caller_tune,2022,10,5,4
100,53,Male,Malaysia,KEDAH,Active,Active,Y,10/6/2022,Y,N,30.00,?,0.0,0.0,0.0,0.0,Y,Y,10.00,10.00,?,?,?,?,1,DURING & AFTER CAMP,593,2,Premium,2,Roaming,2022,10,6,4
72,71,Female,Malaysia,PENANG,Active,Active,Y,10/6/2022,Y,N,15.00,?,7.7e-05,0.0,0.0,0.0,N,N,?,?,?,?,?,?,39,NO ACTIVITY SINCE SEP,594,1,Saver,2,Roaming,2022,10,6,4
125,23,Male,Malaysia,N SEMBILAN,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,Y,N,10.00,?,?,?,?,?,14,BEFORE & AFTER CAMP,595,1,Saver,2,Roaming,2022,10,5,4
94,56,Female,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,15.00,?,2.772888,0.0,7.05,0.0,Y,N,30.00,?,?,?,17.470000,8.000000,0,BEFORE & AFTER CAMP,596,1,Saver,2,Roaming,2022,10,6,4
24,67,Male,Malaysia,N SEMBILAN,Active,Active,Y,10/6/2022,Y,Y,15.00,5.00,4.877474,6.975631,0.0,0.0,Y,Y,10.00,5.00,2.00,0.50,6.000000,5.600000,0,BEFORE & AFTER CAMP,597,2,Premium,1,Caller_tune,2022,10,6,4
77,31,Female,Malaysia,N SEMBILAN,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.001232,0.000816,0.0,0.0,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP,598,1,Saver,2,Roaming,2022,10,5,4
148,71,Female,Malaysia,PAHANG,Active,Active,Y,10/5/2022,Y,Y,20.00,35.00,1.118087,0.838755,1.0333,64.4,Y,Y,35.00,40.00,?,?,32.540000,35.000000,0,DURING & AFTER CAMP,600,2,Premium,2,Roaming,2022,10,5,4
520,58,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.3167,0.0,N,N,?,?,?,?,0.200000,?,39,NO ACTIVITY SINCE SEP,601,2,Premium,1,Caller_tune,2022,10,5,4
133,78,Female,Malaysia,JOHORE,Active,Active,Y,10/6/2022,N,N,?,?,0.0,0.0,0.0,0.0,Y,Y,40.00,20.00,?,?,?,?,5,BEFORE & AFTER CAMP,603,2,Premium,1,Caller_tune,2022,10,6,4
25,42,Female,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,27.98,?,0.611569,0.0,0.0,0.0,Y,N,10.00,?,?,?,27.980000,?,37,NO ACTIVITY SINCE SEP,604,1,Saver,2,Roaming,2022,10,6,4
162,33,Female,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,3.583227,0.743877,0.35,0.3,N,Y,?,5.00,?,?,8.130000,0.130000,0,DURING & AFTER CAMP,607,1,Saver,1,Caller_tune,2022,10,5,4
57,26,Male,Malaysia,KEDAH,Active,Active,Y,10/5/2022,Y,N,27.99,?,1.626461,0.0,0.0,0.0,N,N,?,?,?,?,27.990000,?,37,NO ACTIVITY SINCE SEP,608,2,Premium,1,Caller_tune,2022,10,5,4
175,42,Male,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.001238,0.001427,0.0,0.0,N,N,?,?,?,?,?,38.000000,8,DURING & AFTER CAMP,610,1,Saver,1,Caller_tune,2022,10,5,4
49,24,Female,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,15.00,?,2.347097,0.0,0.0,0.0,Y,N,30.00,?,?,?,4.000000,?,23,BEFORE CAMP THEN REMAIN,611,2,Premium,1,Caller_tune,2022,10,6,4
27,32,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,4.00,?,11.776008,0.0,23.3,0.0,Y,N,50.00,?,?,?,22.600000,?,38,NO ACTIVITY SINCE SEP,612,1,Saver,2,Roaming,2022,10,6,4
34,26,Female,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.005697,0.0,0.0,N,N,?,?,?,?,?,?,1,DURING & AFTER CAMP,613,1,Saver,2,Roaming,2022,10,6,4
520,24,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.055874,0.068632,0.0,0.0,N,N,?,?,?,?,?,?,10,DURING & AFTER CAMP,615,1,Saver,1,Caller_tune,2022,10,5,4
20,38,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,6.751309,3.658831,0.0,0.4834,Y,N,5.00,?,?,?,?,1.200000,0,DURING & AFTER CAMP,617,1,Saver,2,Roaming,2022,10,6,4
520,52,Female,Malaysia,KELANTAN,Active,Active,Y,10/5/2022,Y,Y,15.00,1.50,8.218014,0.676037,0.0,0.0,Y,Y,5.00,5.00,?,?,4.500000,2.300000,0,BEFORE & AFTER CAMP,623,1,Saver,2,Roaming,2022,10,5,4
41,23,Male,Malaysia,KELANTAN,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,5.000000,2,BEFORE & AFTER CAMP,625,1,Saver,2,Roaming,2022,10,5,4
20,27,Male,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.014274,0.116702,0.0,0.0,Y,Y,5.00,5.00,7.80,?,?,?,2,DURING & AFTER CAMP,628,2,Premium,1,Caller_tune,2022,10,5,4
20,58,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,1.101372,0.0,0.0,0.0,N,N,?,?,?,?,?,?,34,NO ACTIVITY SINCE SEP,629,1,Saver,1,Caller_tune,2022,10,5,4
21,27,Female,Malaysia,KEDAH,Active,Active,Y,10/5/2022,Y,N,14.98,?,11.506398,0.0,22.6333,0.0,N,N,?,?,?,?,22.780000,?,37,NO ACTIVITY SINCE SEP,630,1,Saver,2,Roaming,2022,10,5,4
80,31,Female,Malaysia,PERLIS,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.008266,0.0,0.0,0.0,N,N,?,?,?,?,1.000000,?,33,NO ACTIVITY SINCE SEP,631,1,Saver,1,Caller_tune,2022,10,6,4
19,22,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.033162,0.0,0.0,0.0,N,N,?,?,?,?,0.200000,?,33,NO ACTIVITY SINCE SEP,632,2,Premium,2,Roaming,2022,10,6,4
44,35,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.85,N,N,?,?,?,?,?,0.300000,15,BEFORE & AFTER CAMP,633,1,Saver,1,Caller_tune,2022,10,6,4
138,35,Female,Malaysia,PENANG,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,1.8e-05,0.0,0.0,N,N,?,?,?,?,?,?,1,DURING & AFTER CAMP,634,2,Premium,1,Caller_tune,2022,10,6,4
19,38,Male,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,Y,15.00,3.00,0.282738,9.475087,0.0,0.0,N,Y,?,15.00,?,2.10,?,14.900000,0,DURING & AFTER CAMP,635,2,Premium,1,Caller_tune,2022,10,5,4
41,24,Male,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.108968,0.0,0.0,0.0,N,N,?,?,?,?,?,?,38,NO ACTIVITY SINCE SEP,636,2,Premium,1,Caller_tune,2022,10,5,4
91,31,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,Y,15.00,10.00,2.51657,1.106333,1.15,0.0,Y,Y,10.00,10.00,?,?,10.450000,10.000000,8,BEFORE & AFTER CAMP,638,1,Saver,1,Caller_tune,2022,10,6,4
26,27,Male,Malaysia,MALACCA,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,1.3167,0.0,N,N,?,?,?,?,0.600000,?,34,NO ACTIVITY SINCE SEP,639,2,Premium,2,Roaming,2022,10,5,4
46,72,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,640,2,Premium,1,Caller_tune,2022,10,6,4
21,67,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,Y,N,30.00,?,?,?,?,?,1,DURING & AFTER CAMP,641,2,Premium,2,Roaming,2022,10,6,4
213,40,Female,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.09691,0.070135,1.5667,0.0,Y,N,5.00,?,?,?,4.960000,?,6,BEFORE & AFTER CAMP,642,1,Saver,1,Caller_tune,2022,10,5,4
22,35,Male,Malaysia,TERENGGANU,Active,Active,Y,10/5/2022,Y,N,34.99,?,0.001982,0.000124,0.0,0.0,Y,N,10.00,?,?,?,34.990000,?,0,BEFORE & AFTER CAMP,643,1,Saver,1,Caller_tune,2022,10,5,4
20,22,Female,Malaysia,PAHANG,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.033632,0.048609,0.0,0.0,N,N,?,?,?,?,?,?,7,BEFORE & AFTER CAMP,648,2,Premium,1,Caller_tune,2022,10,5,4
159,33,Female,Malaysia,KLANG VALLEY,Active,Active,Y,11/6/2022,N,N,?,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,1,DURING & AFTER CAMP,651,2,Premium,2,Roaming,2022,11,6,4
28,29,Female,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,15.00,?,5.687999,0.0,59.4167,0.0,Y,N,30.00,?,?,?,28.000000,?,11,BEFORE & AFTER CAMP,652,1,Saver,2,Roaming,2022,10,6,4
36,25,Unspecified,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,2.053578,0.0,0.0,0.0,N,N,?,?,?,?,?,?,20,DURING CAMP THEN REMAIN,653,1,Saver,1,Caller_tune,2022,10,6,4
520,54,Female,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,3,BEFORE & AFTER CAMP,655,2,Premium,2,Roaming,2022,10,6,4
45,22,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,8.677315,0.0,0.0333,0.0,N,N,?,?,?,?,0.200000,?,34,NO ACTIVITY SINCE SEP,657,1,Saver,2,Roaming,2022,10,6,4
28,36,Male,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,1e-06,0.0,11.1,0.0,Y,N,10.00,?,?,?,5.010000,?,33,NO ACTIVITY SINCE SEP,659,2,Premium,2,Roaming,2022,10,5,4
55,70,Male,Malaysia,SABAH,Active,Active,Y,10/8/2022,N,N,?,?,0.007137,0.277893,0.0,0.0,Y,N,30.00,?,2.00,?,2.000000,1.000000,12,DURING & AFTER CAMP,661,1,Saver,2,Roaming,2022,10,8,4
22,0,Male,Malaysia,KEDAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,Y,N,20.00,?,?,?,?,?,38,NO ACTIVITY SINCE SEP,664,2,Premium,1,Caller_tune,2022,10,5,4
25,27,Male,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,9.077703,0.0,0.0,0.0,N,N,?,?,?,?,?,?,38,NO ACTIVITY SINCE SEP,665,2,Premium,1,Caller_tune,2022,10,5,4
41,43,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,5.339219,1.558451,0.0,9.65,Y,Y,5.00,15.00,?,?,7.000000,4.400000,1,DURING & AFTER CAMP,666,1,Saver,1,Caller_tune,2022,10,6,4
99,47,Female,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,667,1,Saver,1,Caller_tune,2022,10,6,4
46,36,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,Y,14.99,27.99,1.082714,0.561187,3.7667,8.8333,Y,Y,65.00,50.00,?,?,68.620000,27.990000,0,BEFORE & AFTER CAMP,670,1,Saver,2,Roaming,2022,10,5,4
79,26,Male,Malaysia,KEDAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,4.620531,0.590268,0.0,0.0,Y,N,5.00,?,?,?,2.200000,?,7,BEFORE & AFTER CAMP,671,2,Premium,2,Roaming,2022,10,5,4
76,32,Male,Malaysia,PENANG,Active,Active,Y,10/5/2022,Y,N,15.00,?,2.88919,0.0,0.0,0.0,N,N,?,?,?,?,2.000000,?,22,DURING CAMP THEN REMAIN,673,2,Premium,2,Roaming,2022,10,5,4
21,30,Male,Malaysia,PENANG,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,19,DURING CAMP THEN REMAIN,674,2,Premium,1,Caller_tune,2022,10,6,4
